goodreads_book_id,best_book_id,work_id,books_count,isbn,original_publication_year,original_title,language_code,average_rating,work_ratings_count,work_text_reviews_count,image_url
9659607,9659607,14547221,34,373210361,2011.0,The Iron Knight,eng,4.23,66309,4391,https://images.gr-assets.com/books/1375920888m/9659607.jpg
5453,5453,838640,52,385729367,2007.0,Forever in Blue: The Fourth Summer of the Sisterhood,eng,3.8,60415,1702,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
19448,19448,2610030,58,64472779,2002.0,All-American Girl,eng,3.73,58653,1821,https://images.gr-assets.com/books/1291882422m/19448.jpg
23228,23228,1118789,39,375832998,2003.0,Boy Meets Boy,eng,3.85,50739,3159,https://images.gr-assets.com/books/1356335082m/23228.jpg
3393124,3393124,3787812,38,316002895,2009.0,Max ,en-US,4.07,60734,2139,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7778981,7778981,10695325,54,312656262,2010.0,Halo,en-US,3.67,58840,4209,https://images.gr-assets.com/books/1278885735m/7778981.jpg
355917,355917,3245408,71,60577363,2006.0,Flyte,en-US,3.99,56604,1472,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10429092,10429092,13282366,34,62026488,2011.0,The Girl of Fire and Thorns,en-US,3.81,61934,6054,https://images.gr-assets.com/books/1323448113m/10429092.jpg
7137327,7137327,7400809,32,312650086,2011.0,Enclave,eng,3.92,58102,4692,https://images.gr-assets.com/books/1327877657m/7137327.jpg
6043849,6043849,6219422,63,1406310263,2009.0,The Ask and the Answer,eng,4.2,53229,5069,https://images.gr-assets.com/books/1408312960m/6043849.jpg
5267365,5267365,5334682,49,1423116380,2009.0,Don't Judge a Girl by Her Cover,en-US,4.2,58508,2389,https://images.gr-assets.com/books/1359827132m/5267365.jpg
89763,89763,1510338,34,043912042X,2000.0,Esperanza Rising,eng,3.91,50698,4620,https://images.gr-assets.com/books/1328869043m/89763.jpg
108077,108077,4593761,52,044022800X,1995.0,The Watsons Go to Birmingham - 1963,eng,3.95,46431,3568,https://images.gr-assets.com/books/1320496341m/108077.jpg
10215349,10215349,15114912,40,373210515,2012.0,The Immortal Rules,eng,4.1,56265,5673,https://images.gr-assets.com/books/1323357921m/10215349.jpg
7930335,7930335,11254781,50,316123536,2012.0,Beautiful Redemption,eng,3.94,56107,3949,https://images.gr-assets.com/books/1331049809m/7930335.jpg
13253276,13253276,18454415,38,62072064,2013.0,Through the Ever Night,en-CA,4.17,58814,4142,https://images.gr-assets.com/books/1340892848m/13253276.jpg
1829709,1829709,3236104,47,316002860,2008.0,The Final Warning,en-US,3.86,59761,2513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
542414,542414,1779383,58,142405787,2004.0,Scorpia,eng,4.16,45902,1147,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
46777,46777,1460966,12,689867042,2002.0,Tithe: A Modern Faerie Tale,eng,3.73,60348,3156,https://images.gr-assets.com/books/1342120818m/46777.jpg
1895792,1895792,6807768,32,61140988,2007.0,The Fury and Dark Reunion,en-US,3.74,54315,1762,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1537534,1537534,1205579,50,60887397,2008.0,Unbelievable,en-US,4.06,50026,1856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11947829,11947829,17385456,55,1250006333,2012.0,Ascend,en-US,4.08,53836,3408,https://images.gr-assets.com/books/1397955256m/11947829.jpg
6950688,6950688,7185126,41,1423128206,2010.0,Only the Good Spy Young,en-US,4.29,54139,2246,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
9888775,9888775,14780777,15,1402262272,2011.0,Catching Jordan,eng,3.85,51787,3234,https://images.gr-assets.com/books/1327875803m/9888775.jpg
8458018,8458018,13322179,53,385735332,2011.0,The Warlock,eng,4.17,43749,1618,https://images.gr-assets.com/books/1386634577m/8458018.jpg
1314332,1314332,3128767,90,385613466,2007.0,Before I Die,eng,3.84,46571,3910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
104378,104378,100634,42,142401765,1999.0,Keeping the Moon,en-US,3.86,53992,2454,https://images.gr-assets.com/books/1359205648m/104378.jpg
18080920,18080920,25389330,13,62285637,2013.0,Four: The Transfer,eng,4.19,47872,2918,https://images.gr-assets.com/books/1420493627m/18080920.jpg
12432220,12432220,16221764,31,545284139,2012.0,The False Prince,eng,4.22,52979,7080,https://images.gr-assets.com/books/1333227435m/12432220.jpg
41667,41667,2682098,54,142401110,1959.0,My Side of the Mountain ,eng,4.03,50618,2441,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4070493,4070493,4117634,31,1599903385,2008.0,Need,eng,3.71,56427,3582,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7198988,7198988,7859868,63,312590970,2010.0,Dark Flame,eng,3.73,53645,1805,https://images.gr-assets.com/books/1362336376m/7198988.jpg
16069030,16069030,21861552,39,374384681,2014.0,The Winner's Curse,eng,4.03,65183,9748,https://images.gr-assets.com/books/1377023523m/16069030.jpg
118944,118944,114515,20,1596431520,2006.0,American Born Chinese,eng,3.88,49910,5799,https://images.gr-assets.com/books/1317066615m/118944.jpg
17378508,17378508,24170141,25,545424968,2014.0,"Blue Lily, Lily Blue",eng,4.32,62547,8312,https://images.gr-assets.com/books/1477103826m/17378508.jpg
7540092,7540092,7160343,62,1406310271,2010.0,Monsters of Men,eng,4.25,48311,4917,https://images.gr-assets.com/books/1467392755m/7540092.jpg
10128428,10128428,14826219,26,545027896,2011.0,Wonderstruck,eng,4.16,43731,5619,https://images.gr-assets.com/books/1327885739m/10128428.jpg
9917938,9917938,14692536,54,1442429984,2011.0,Blood Red Road ,eng,3.94,52256,5562,https://images.gr-assets.com/books/1293651959m/9917938.jpg
127459,127459,3072872,37,385730306,2007.0,The Sweet Far Thing,eng,3.97,57128,3573,https://images.gr-assets.com/books/1358704741m/127459.jpg
3054684,3054684,3085581,46,61284408,2009.0,Stargazer,eng,3.8,51143,1382,https://images.gr-assets.com/books/1306376986m/3054684.jpg
15861491,15861491,21611266,40,61974618,2013.0,The Fall of Five,eng,4.24,46153,3453,https://images.gr-assets.com/books/1375365364m/15861491.jpg
13830,13830,1123089,48,689878583,1986.0,The Woman Who Rides Like a Man,en-US,4.2,57255,1144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
34501,34501,2889659,73,055255264X,2004.0,A Hat Full of Sky,eng,4.29,49173,1400,https://images.gr-assets.com/books/1319037274m/34501.jpg
355916,355916,3192037,63,60577371,2007.0,Physik,en-US,3.99,44757,1106,https://images.gr-assets.com/books/1398052658m/355916.jpg
13836,13836,1171314,42,1416903437,1992.0,"Wild Magic (Immortals, #1)",en-US,4.32,56178,1473,https://images.gr-assets.com/books/1166573613m/13836.jpg
18798983,18798983,26724902,42,399171614,2015.0,The Wrath & the Dawn,eng,4.19,64871,11884,https://images.gr-assets.com/books/1417956963m/18798983.jpg
10798418,10798418,15293391,55,316127256,2011.0,Why We Broke Up,eng,3.49,45720,6387,https://images.gr-assets.com/books/1348728685m/10798418.jpg
20727654,20727654,40051132,20,1477823832,2014.0,The Paper Magician,eng,3.63,41333,4844,https://images.gr-assets.com/books/1405618531m/20727654.jpg
183656,183656,3155307,29,60575808,2001.0,The Two Princesses of Bamarre,eng,4.02,57531,2091,https://images.gr-assets.com/books/1442734248m/183656.jpg
544257,544257,531546,42,451222385,2007.0,Midnight Alley,eng,4.11,51853,1363,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
187811,187811,2013718,58,60725117,2000.0,Shadowland,eng,4.04,54526,2123,https://images.gr-assets.com/books/1327886166m/187811.jpg
3047849,3047849,3078640,38,61566128,2009.0,Killer ,eng,4.07,42312,1431,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6431790,6431790,6682611,40,316036196,2010.0,Fang,eng,4.07,51208,2533,https://images.gr-assets.com/books/1344269411m/6431790.jpg
19469,19469,816295,36,038532328X,1990.0,The Face on the Milk Carton,en-US,3.72,45923,2293,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6448470,6448470,10823062,51,61935085,2010.0,"Firelight (Firelight, #1)",en-US,3.88,54550,4384,https://images.gr-assets.com/books/1269737893m/6448470.jpg
395922,395922,1659113,86,61020001,1991.0,The Awakening,eng,3.41,52682,2899,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
332775,332775,323310,49,340893605,2007.0,Incarceron,eng,3.64,52010,5087,https://images.gr-assets.com/books/1327414514m/332775.jpg
9462795,9462795,10862992,47,62011995,2011.0,Starcrossed,en-US,4.08,55202,4837,https://images.gr-assets.com/books/1358266716m/9462795.jpg
7739934,7739934,10545964,55,312590989,2010.0,Night Star,eng,3.82,45867,1347,https://images.gr-assets.com/books/1362336383m/7739934.jpg
1524173,1524173,6627897,54,1741661285,2006.0,The Sorcerer in the North,eng,4.25,45418,1327,https://images.gr-assets.com/books/1327918728m/1524173.jpg
6316171,6316171,6501420,33,316041440,2009.0,Hate List,eng,4.03,44189,4285,https://images.gr-assets.com/books/1479653095m/6316171.jpg
18053060,18053060,25337746,20,62280678,2014.0,Dorothy Must Die,eng,3.84,49019,7881,https://images.gr-assets.com/books/1381437107m/18053060.jpg
169756,169756,163928,32,763622591,2002.0,Feed,eng,3.54,44867,5504,https://images.gr-assets.com/books/1327891005m/169756.jpg
6342491,6342491,6528619,28,1423118235,2009.0,The Demon King,en-US,4.2,49524,4018,https://images.gr-assets.com/books/1379482652m/6342491.jpg
1814843,1814843,6627899,44,174166134X,2006.0,The Siege of Macindaw,eng,4.33,41857,1195,https://images.gr-assets.com/books/1327445821m/1814843.jpg
13833,13833,3094151,35,1416903372,1994.0,"Emperor Mage (Immortals, #3)",en-US,4.3,47156,629,https://images.gr-assets.com/books/1166573612m/13833.jpg
386286,386286,778444,71,64400581,1972.0,Julie of the Wolves,eng,3.79,47637,1320,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
37743,37743,746503,47,033039780X,1975.0,Forever . . .,eng,3.63,46688,3377,https://images.gr-assets.com/books/1327962165m/37743.jpg
13326831,13326831,18534001,42,547959109,2013.0,The Testing,eng,4.05,42840,5339,https://images.gr-assets.com/books/1363452191m/13326831.jpg
13829,13829,3056999,23,037581468X,2006.0,Terrier,eng,4.16,49845,1594,https://images.gr-assets.com/books/1398029898m/13829.jpg
9615347,9615347,14279456,18,1596437138,2011.0,Anya's Ghost,eng,3.88,42209,3671,https://images.gr-assets.com/books/1316739317m/9615347.jpg
13618440,13618440,19221595,67,316134074,2014.0,Dreams of Gods & Monsters,eng,4.23,56702,8247,https://images.gr-assets.com/books/1461353810m/13618440.jpg
77394,77394,1133797,6,553213180,1917.0,Rainbow Valley,eng,4.12,60826,1389,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
71865,71865,1253352,78,439829100,1993.0,"Tomorrow, When the War Began",en-US,4.05,40883,2574,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
18140047,18140047,25484455,60,374346674,2014.0,Love Letters to the Dead,eng,3.82,45914,6385,https://images.gr-assets.com/books/1497096111m/18140047.jpg
6686101,6686101,6881431,36,61449121,2011.0,Plague,en-US,4.18,41996,1869,https://images.gr-assets.com/books/1277829926m/6686101.jpg
224500,224500,1275528,91,142406120,2001.0,Point Blanc,en-US,4.1,42482,1837,https://images.gr-assets.com/books/1375494413m/224500.jpg
104379,104379,1070158,39,670061107,1996.0,That Summer,eng,3.49,46291,2367,https://images.gr-assets.com/books/1309197116m/104379.jpg
18879761,18879761,26881966,54,451471474,2015.0,I Was Here,eng,3.78,42970,5386,https://images.gr-assets.com/books/1405960366m/18879761.jpg
13436373,13436373,18940474,8,545326990,2012.0,Drama,eng,4.14,44842,3596,https://images.gr-assets.com/books/1330157763m/13436373.jpg
13522285,13522285,19082966,36,62217135,2013.0,"Severed Heads, Broken Hearts",eng,3.78,40765,4726,https://images.gr-assets.com/books/1366395005m/13522285.jpg
12476820,12476820,17461183,37,62071041,2012.0,Partials,en-US,3.94,44946,4291,https://images.gr-assets.com/books/1337468746m/12476820.jpg
3047850,3047850,3821158,42,006156608X,2008.0,Wicked,eng,4.04,41509,1489,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3047851,3047851,3078642,23,61566179,2010.0,Wanted,en-US,4.15,38098,1537,https://images.gr-assets.com/books/1325823986m/3047851.jpg
7728889,7728889,10501517,48,031612611X,2012.0,The Diviners,en-US,3.96,48730,7351,https://images.gr-assets.com/books/1336424966m/7728889.jpg
3798703,3798703,3842894,38,375851798,2008.0,The Spectacular Now,eng,3.53,36245,4075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
153780,153780,1142872,25,375828788,2004.0,Trickster's Queen,eng,4.28,47476,795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
8953,8953,2049173,43,439286069,1993.0,Freak the Mighty,eng,3.98,35493,3302,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15790873,15790873,18529702,40,316212822,2013.0,This Is What Happy Looks Like,eng,3.69,43044,4687,https://images.gr-assets.com/books/1344444283m/15790873.jpg
833710,833710,1726608,46,743437314,2002.0,The Merchant of Death,eng,3.93,40104,1723,https://images.gr-assets.com/books/1351196725m/833710.jpg
7201913,7201913,7889455,39,446545244,2011.0,Angel,en-US,4.02,43494,1888,https://images.gr-assets.com/books/1272836170m/7201913.jpg
201114,201114,3231932,35,786851716,2006.0,Sold,eng,4.19,38446,4792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13138635,13138635,18315607,31,1423171020,2013.0,These Broken Stars,eng,3.93,48016,7148,https://images.gr-assets.com/books/1383578978m/13138635.jpg
2986865,2986865,3017319,62,670062278,2008.0,The Two Pearls of Wisdom,en-US,3.98,47738,3935,https://images.gr-assets.com/books/1299076175m/2986865.jpg
7933615,7933615,16003318,49,312594429,2012.0,Hidden,en-US,3.98,42232,1990,https://images.gr-assets.com/books/1340127630m/7933615.jpg
11454587,11454587,15249128,34,1423121325,2012.0,Spell Bound,eng,4.09,50645,3799,https://images.gr-assets.com/books/1313010167m/11454587.jpg
7896345,7896345,11137563,25,61797022,2011.0,The Gathering,en-US,4.03,50913,3153,https://images.gr-assets.com/books/1277820938m/7896345.jpg
9833184,9833184,18752242,25,1595143203,2013.0,The Fiery Heart,eng,4.39,53804,4920,https://images.gr-assets.com/books/1383243238m/9833184.jpg
5231173,5231173,5298464,18,316051594,2009.0,Twenty Boy Summer,en-US,3.89,36917,2485,https://images.gr-assets.com/books/1342447832m/5231173.jpg
9395215,9395215,14278985,49,142998192X,2011.0,Everlasting,eng,3.92,40766,1683,https://images.gr-assets.com/books/1362336387m/9395215.jpg
17565845,17565845,24500875,43,62014552,2014.0,Panic,eng,3.56,43338,5879,https://images.gr-assets.com/books/1374066076m/17565845.jpg
23305614,23305614,42860694,64,553536516,2015.0,Finding Audrey,eng,3.82,43951,6643,https://images.gr-assets.com/books/1466835008m/23305614.jpg
213647,213647,1072532,25,786839171,2006.0,The Warrior Heir,en-US,3.95,41907,2807,https://images.gr-assets.com/books/1360575642m/213647.jpg
210329,210329,1530651,96,1416949658,1973.0,The Dark Is Rising,eng,4.07,43237,1807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
3934321,3934321,3979878,61,61720771,2009.0,The Return: Nightfall,en-US,3.57,44297,1651,https://images.gr-assets.com/books/1347414391m/3934321.jpg
3467,3467,2529035,41,375828257,2004.0,The People of Sparks,eng,3.65,43334,3059,https://images.gr-assets.com/books/1397931991m/3467.jpg
10345927,10345927,15248718,35,159514398X,2012.0,A Million Suns ,eng,4.04,45477,3824,https://images.gr-assets.com/books/1330214586m/10345927.jpg
24781,24781,1561725,62,080508052X,1968.0,The High King ,eng,4.26,42870,897,https://images.gr-assets.com/books/1407209964m/24781.jpg
9462812,9462812,10280032,32,62004018,2011.0,Die for Me,eng,4.0,48246,4319,https://images.gr-assets.com/books/1358427893m/9462812.jpg
183660,183660,2581,19,60734086,2006.0,Fairest,eng,3.86,52327,3793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2836109,2836109,2862215,40,1741662095,2007.0,Erak's Ransom,eng,4.31,38983,1188,https://images.gr-assets.com/books/1327918666m/2836109.jpg
6348045,6348045,6534539,40,1741663024,2009.0,Halt's Peril,eng,4.38,37525,994,https://images.gr-assets.com/books/1327902875m/6348045.jpg
359410,359410,349532,42,312367465,2005.0,Elsewhere,en-US,3.91,43141,4669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
15937108,15937108,19034797,36,803738552,2013.0,Counting by 7s,eng,4.16,36886,5500,https://images.gr-assets.com/books/1396225872m/15937108.jpg
954674,954674,939584,20,765319853,2008.0,Little Brother,en-US,3.94,39657,5103,https://images.gr-assets.com/books/1349673129m/954674.jpg
261122,261122,253091,47,451220897,2007.0,The Dead Girls' Dance,eng,4.06,49499,1758,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
385706,385706,860418,53,439656249,2005.0,Gregor and the Curse of the Warmbloods,eng,4.2,34501,1280,https://images.gr-assets.com/books/1397852674m/385706.jpg
91357,91357,1310677,30,142401099,1988.0,The Devil's Arithmetic,eng,4.04,41100,1890,https://images.gr-assets.com/books/1342046407m/91357.jpg
3657138,3657138,3700340,45,1416953582,2009.0,Fade,eng,3.95,44487,2316,https://images.gr-assets.com/books/1293805966m/3657138.jpg
2133795,2133795,2596626,35,803733062,2008.0,Savvy,en-US,3.96,38549,3517,https://images.gr-assets.com/books/1480110534m/2133795.jpg
25614492,25614492,27126244,45,399160302,2016.0,Salt to the Sea,eng,4.36,45184,9031,https://images.gr-assets.com/books/1437084512m/25614492.jpg
9464733,9464733,10808145,23,439895979,2011.0,Beauty Queens,eng,3.6,41669,6436,https://images.gr-assets.com/books/1289410187m/9464733.jpg
15839984,15839984,21580669,20,62224735,2014.0,Cruel Beauty,eng,3.74,49354,7813,https://images.gr-assets.com/books/1371652590m/15839984.jpg
15704486,15704486,21366542,35,385743602,2016.0,Calamity,eng,4.2,33909,3310,https://images.gr-assets.com/books/1437098338m/15704486.jpg
8662836,8662836,13534308,28,802720870,2011.0,Chain Reaction,eng,4.12,49673,2651,https://images.gr-assets.com/books/1327881446m/8662836.jpg
2321296,2321296,2327820,46,006121468X,2008.0,"Ink Exchange (Wicked Lovely, #2)",eng,3.68,50916,2861,https://images.gr-assets.com/books/1275693727m/2321296.jpg
103983,103983,1443938,66,142406147,2002.0,Skeleton Key,en-US,4.06,39330,1188,https://images.gr-assets.com/books/1306076661m/103983.jpg
7091370,7091370,7347624,68,61728918,2010.0,The Carrie Diaries,en-US,3.57,33160,2360,https://images.gr-assets.com/books/1366214548m/7091370.jpg
263147,263147,255085,26,60093366,2003.0,Vampire Kisses,en-US,3.69,44598,2082,https://images.gr-assets.com/books/1345950574m/263147.jpg
6909544,6909544,7134814,27,1596435690,2010.0,Birthmarked,en-US,3.89,40821,3427,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
284440,284440,909082,77,61231150,2007.0,Skulduggery Pleasant,eng,4.21,38882,3119,https://images.gr-assets.com/books/1334279051m/284440.jpg
5212771,5212771,5280008,38,451227190,2009.0,Carpe Corpus,eng,4.21,43570,937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
13597728,13597728,19187769,33,62220969,2013.0,Asylum,eng,3.64,33348,4166,https://images.gr-assets.com/books/1371333892m/13597728.jpg
12813630,12813630,17962903,30,316213101,2013.0,The Coldest Girl in Coldtown,eng,3.86,40976,6279,https://images.gr-assets.com/books/1367312471m/12813630.jpg
2295829,2295829,2302138,41,451224639,2008.0,Feast of Fools,eng,4.17,45953,1227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
7005865,7005865,7250253,51,1423128192,2010.0,The Atlantis Complex,en-US,3.97,42321,1675,https://images.gr-assets.com/books/1274866326m/7005865.jpg
19547856,19547856,27679579,55,62348671,2015.0,Simon vs. the Homo Sapiens Agenda,eng,4.26,60327,10986,https://images.gr-assets.com/books/1402915678m/19547856.jpg
12558285,12558285,17562095,22,1419704281,2013.0,Splintered,eng,3.96,41708,6562,https://images.gr-assets.com/books/1340134213m/12558285.jpg
500743,500743,488848,19,1423104870,2007.0,The Wizard Heir,en-US,4.14,35076,1300,https://images.gr-assets.com/books/1298426467m/500743.jpg
3047848,3047848,3078639,32,61566152,2010.0,Heartless,eng,4.1,35118,1221,https://images.gr-assets.com/books/1265496817m/3047848.jpg
94319,94319,90923,49,142407380,2005.0,Ark Angel,eng,4.11,35573,1022,https://images.gr-assets.com/books/1311648941m/94319.jpg
23009402,23009402,42576172,22,451474708,2015.0,Saint Anything,eng,4.05,37819,4929,https://images.gr-assets.com/books/1414680105m/23009402.jpg
226706,226706,464419,74,671729454,1981.0,If There Be Thorns,eng,3.75,35445,836,https://images.gr-assets.com/books/1321684186m/226706.jpg
22510983,22510983,41954714,69,141357274,2014.0,Girl Online,eng,3.77,41605,5306,https://images.gr-assets.com/books/1410112710m/22510983.jpg
6261522,6261522,6196751,24,61779814,2010.0,The Body Finder,en-US,3.96,44814,3793,https://images.gr-assets.com/books/1358266631m/6261522.jpg
28541,28541,1171182,55,141692499X,1976.0,Dragonsong ,eng,4.24,39716,1092,https://images.gr-assets.com/books/1407659596m/28541.jpg
595375,595375,274128,21,374404143,1982.0,Annie on My Mind,eng,3.97,30742,1296,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
714902,714902,853421,40,552555703,2001.0,Noughts & Crosses,en-GB,4.23,33891,2446,https://images.gr-assets.com/books/1443903273m/714902.jpg
8519822,8519822,13386590,45,385735359,2012.0,The Enchantress,eng,4.24,32568,2040,https://images.gr-assets.com/books/1317844406m/8519822.jpg
8428069,8428069,13291270,29,61869708,2010.0,The Lying Game,en-US,3.96,34286,2665,https://images.gr-assets.com/books/1316916749m/8428069.jpg
89716,89716,2952174,44,142403709,2004.0,Al Capone Does My Shirts,eng,3.83,34472,3229,https://images.gr-assets.com/books/1309198452m/89716.jpg
17378527,17378527,24170172,24,545424984,2016.0,The Raven King,eng,4.32,46455,9014,https://images.gr-assets.com/books/1477103790m/17378527.jpg
448873,448873,1069505,4,60824972,1996.0,The Thief,eng,3.92,43691,4973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
439275,439275,3091320,94,64472795,2001.0,Princess in the Spotlight,eng,3.67,45261,1292,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
12425532,12425532,17375535,20,1250003326,2012.0,Of Poseidon,eng,4.04,40540,4225,https://images.gr-assets.com/books/1327879889m/12425532.jpg
6780439,6780439,285261,17,1847386823,1991.0,Dark Reunion,eng,4.19,34790,1050,https://images.gr-assets.com/books/1296605183m/6780439.jpg
6441509,6441509,6631450,56,006172081X,2010.0,The Vampire Diaries: The Return: Shadow Souls ,en-US,3.79,34134,1026,https://images.gr-assets.com/books/1347424332m/6441509.jpg
781046,781046,767067,26,670060291,2006.0,When It Happens,en-US,3.74,33534,1226,https://images.gr-assets.com/books/1268350521m/781046.jpg
153784,153784,1375705,26,679889175,1999.0,First Test,eng,4.24,42783,1086,https://images.gr-assets.com/books/1320478357m/153784.jpg
1162022,1162022,6479100,37,670070297,2006.0,On the Jellicoe Road,eng,4.15,40596,6182,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
51070,51070,2866062,96,60533994,1982.0,"The Secret Diary of Adrian Mole, Aged 13 3/4",eng,3.85,32901,1144,https://images.gr-assets.com/books/1285269220m/51070.jpg
34492,34492,583590,64,60890312,2006.0,Wintersmith,eng,4.22,39304,1294,https://images.gr-assets.com/books/1290229201m/34492.jpg
161099,161099,870671,48,006440174X,1981.0,"Good Night, Mr. Tom",eng,4.28,30394,1360,https://images.gr-assets.com/books/1282757902m/161099.jpg
7600924,7600924,10018976,29,1862308160,2010.0,Forbidden,eng,4.06,43227,7840,https://images.gr-assets.com/books/1394239949m/7600924.jpg
201345,201345,1193907,29,441001866,1993.0,Martin the Warrior,eng,4.13,35402,405,https://images.gr-assets.com/books/1327877608m/201345.jpg
7801229,7801229,9842102,22,1423118243,2010.0,The Exiled Queen,en-US,4.34,35709,2048,https://images.gr-assets.com/books/1285276245m/7801229.jpg
78950,78950,2180439,475,1406954365,1871.0,"Little Men, or Life at Plumfield with Jo's Boys",eng,3.84,41312,1241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
93728,93728,2728247,91,64472809,2001.0,Princess in Love,eng,3.76,42817,1143,https://images.gr-assets.com/books/1271682172m/93728.jpg
7544603,7544603,9823592,61,3401063480,2010.0,Smaragdgrün,ger,4.2,47351,4532,https://images.gr-assets.com/books/1345808677m/7544603.jpg
248484,248484,2081992,30,1599900513,2007.0,Book of a Thousand Days,en-US,3.95,42095,5637,https://images.gr-assets.com/books/1362875998m/248484.jpg
11507,11507,924688,64,1400031044,1972.0,My Name Is Asher Lev,eng,4.19,30833,2300,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
6600137,6600137,6793984,21,1599903423,2010.0,Captivate,eng,3.94,37464,1470,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1902241,1902241,1903936,36,805076689,2008.0,The Adoration of Jenna Fox,eng,3.7,40079,4445,https://images.gr-assets.com/books/1388715600m/1902241.jpg
2479827,2479827,2487028,22,375846158,2008.0,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",eng,4.2,27681,550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
24094,24094,1090193,34,1416903445,1993.0,"Wolf-Speaker (Immortals, #2)",eng,4.21,40639,705,https://images.gr-assets.com/books/1495451734m/24094.jpg
298567,298567,3496896,79,60766204,2004.0,"The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles, #1)",eng,3.97,33913,2705,https://images.gr-assets.com/books/1381497933m/298567.jpg
11071466,11071466,15992791,30,1416990674,2012.0,Second Chance Summer,eng,4.16,34910,4483,https://images.gr-assets.com/books/1337189920m/11071466.jpg
17162,17162,1122617,66,375829873,1974.0,The Chocolate War,eng,3.48,33735,2583,https://images.gr-assets.com/books/1333120554m/17162.jpg
1821571,1821571,2066979,49,1406309354,2007.0,Snakehead,eng,4.15,34398,853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
10560331,10560331,15467094,33,1423147947,2012.0,"Out of Sight, Out of Time",eng,4.35,41849,2296,https://images.gr-assets.com/books/1314135923m/10560331.jpg
